Breed,Weight_kg,Age_years,RBC,Hb,WBC,Platelets,Glucose,Creatinine,ALT,MCV,MCH,MCHC,MedicalHistory,Vd,ke,CL,fi,D_eff,Xylazine_Dose_mg_per_kg,Safe_Unsafe
Yorkshire Terrier,4.1381,3.7774,5.641,14.252,3.191,287.0,82.4,0.62,34.9,88.0226,24.0219,32.6296,No previous conditions,1.95,0.0209,0.0408,0.5132,0.1831,0.55,1
Yorkshire Terrier,3.9404,3.6931,4.811,12.125,7.934,331.6,96.8,0.585,99.6,84.5483,20.7138,29.5567,Dental issues,1.796,0.0227,0.0408,0.5439,0.1505,0.475,0
Yorkshire Terrier,5.6417,8.9199,3.519,10.246,11.319,299.1,65.5,0.993,39.0,91.045,26.8656,29.1778,Chronic illness,1.84,0.0207,0.0381,0.5286,0.1889,0.539,1
Yorkshire Terrier,5.9,3.0,5.861,13.385,7.775,296.7,100.0,1.265,57.1,88.06,19.93,31.29,No previous conditions,1.841,0.02,0.0368,0.5296,0.1692,0.514,1
Golden Retriever,39.1905,4.1871,5.689,16.201,12.757,373.8,85.5,1.276,31.4,93.403,22.9662,30.6656,Not vaccinated,2.01,0.0209,0.042,0.5317,0.2261,0.666,1
Yorkshire Terrier,9.1248,11.0389,5.237,13.235,7.816,199.6,83.6,0.886,34.8,88.9091,24.6968,33.2896,Not vaccinated,1.916,0.0187,0.0358,0.5392,0.1383,0.444,0
Poodle,3.2,12.8,5.765,15.055,8.022,207.7,91.0,1.155,39.4,87.84,22.58,34.39,Previous heart condition,1.885,0.0206,0.0388,0.5276,0.2153,0.633,0
Yorkshire Terrier,7.9495,9.2089,8.488,15.568,13.069,543.6,89.9,1.127,42.3,64.6551,23.8424,28.3469,Previous heart condition,1.953,0.02,0.0391,0.5347,0.1888,0.584,1
Rottweiler,31.1,0.5,6.001,21.39,5.371,158.0,101.8,0.912,48.9,82.9,21.94,30.6,Not vaccinated,2.003,0.0221,0.0443,0.5205,0.2061,0.573,1
Labrador Retriever,38.661,3.8187,5.943,15.244,7.998,209.9,77.7,1.168,63.4,78.1061,23.0202,31.344,Allergies,2.103,0.0232,0.0488,0.5196,0.208,0.606,1
Golden Retriever,38.9,2.7,4.707,11.275,4.872,219.2,108.4,1.14,49.0,78.78,22.87,28.98,No previous conditions,2.071,0.0204,0.0422,0.5322,0.1883,0.544,1
Poodle,7.4636,0.4945,5.526,11.576,15.97,407.4,78.7,1.32,105.3,69.8313,25.735,28.9462,Previous kidney disease,2.006,0.0209,0.0419,0.5277,0.1902,0.54,0
Yorkshire Terrier,7.7883,5.5903,5.075,14.151,9.328,186.7,87.2,0.742,57.3,90.3492,19.1065,32.4935,Recent surgery,1.96,0.0196,0.0384,0.5194,0.1866,0.59,1
Labrador Retriever,26.9653,3.5491,5.295,14.354,6.343,191.9,66.7,1.472,130.0,88.8773,18.9645,30.527,Recent surgery,1.914,0.0214,0.041,0.5238,0.2083,0.592,0
Beagle,30.2447,5.6854,5.791,13.984,5.661,132.4,93.0,1.014,34.4,87.4309,21.9498,30.3969,Skin conditions history,1.986,0.0223,0.0443,0.5142,0.1836,0.533,1
German Shepherd,45.4446,2.7142,6.898,13.123,6.272,230.3,63.2,1.3,64.6,72.2049,19.5067,30.4435,No previous conditions,1.905,0.0223,0.0425,0.5136,0.2149,0.61,1
Labrador Retriever,31.6,8.5,3.949,11.847,3.0,203.1,107.7,1.731,48.5,87.82,20.63,38.0,Previous kidney disease,1.978,0.0219,0.0433,0.5316,0.1876,0.534,1
Mixed Breed,34.4,11.1,5.363,13.253,9.311,314.1,84.5,0.816,65.2,76.99,22.51,31.45,Allergies,1.933,0.0197,0.0381,0.5295,0.1984,0.594,1
Labrador Retriever,25.4787,7.8629,5.798,11.518,15.119,401.8,83.1,1.128,66.3,72.7156,28.503,29.2623,Previous heart condition,1.825,0.0212,0.0387,0.5421,0.19,0.532,1
Bulldog,19.2,14.3,4.649,11.026,13.871,328.0,90.2,0.945,88.5,81.68,26.3,30.85,Not vaccinated,2.184,0.0192,0.0419,0.5322,0.1832,0.576,0
Yorkshire Terrier,7.6,2.5,7.024,17.24,6.478,171.6,105.9,1.026,75.2,86.23,20.67,33.56,Dental issues,1.898,0.0203,0.0385,0.5253,0.1665,0.501,1
Boxer,19.2311,8.161,5.495,13.324,3.76,169.0,99.1,0.9,33.2,84.252,22.5959,32.0504,Parasite history,1.93,0.0217,0.0419,0.5254,0.167,0.487,0
Poodle,10.2105,12.2834,5.545,11.365,7.287,214.4,98.0,1.261,49.5,79.9386,27.4523,30.8621,Chronic illness,1.906,0.0219,0.0417,0.5533,0.2155,0.652,0
Poodle,6.3,5.2,4.823,10.371,3.736,227.2,91.3,0.815,50.1,80.17,26.7,31.6,Vaccinated,1.965,0.0212,0.0417,0.5329,0.152,0.452,1
Labrador Retriever,45.5066,9.6518,5.797,13.593,8.192,249.7,94.3,1.282,36.5,76.8442,18.9725,31.8271,Not vaccinated,2.142,0.0248,0.0531,0.5148,0.2202,0.614,0
Boxer,16.3293,4.1127,5.203,15.18,4.24,257.0,102.8,0.897,37.4,88.1224,20.5744,31.6182,Previous heart condition,2.151,0.0197,0.0424,0.5383,0.1659,0.498,0
Rottweiler,22.4087,10.7662,5.757,10.026,12.489,458.7,92.2,1.313,44.7,62.0495,25.5676,27.7448,Not vaccinated,1.945,0.0216,0.042,0.5425,0.2046,0.573,1
Poodle,5.5,2.6,6.171,14.86,6.209,306.5,64.9,0.893,38.9,79.39,22.59,32.29,Recent surgery,1.903,0.0206,0.0392,0.5273,0.1865,0.548,0
Mixed Breed,9.2973,11.5401,5.227,14.318,7.223,184.7,96.7,0.926,88.8,87.4496,23.8938,32.4575,Recent surgery,1.97,0.0205,0.0404,0.5414,0.194,0.581,0
Mixed Breed,8.1,0.9,6.404,12.919,5.915,262.0,91.1,0.791,31.9,77.19,22.9,29.58,Allergies,2.048,0.0195,0.0399,0.53,0.1335,0.4,0
Yorkshire Terrier,6.7815,9.7605,5.481,13.454,6.652,251.0,95.8,1.029,54.5,84.0022,20.3129,27.7499,Vaccinated,1.852,0.0209,0.0387,0.5445,0.1921,0.586,1
German Shepherd,35.1726,14.7282,4.221,12.451,10.366,248.1,78.5,1.341,87.5,94.736,25.1103,31.8563,Parasite history,2.173,0.0231,0.0502,0.5239,0.2407,0.66,1
Yorkshire Terrier,5.8,14.9,4.872,11.435,4.721,250.6,68.2,0.809,46.3,83.13,20.01,30.82,Recent surgery,1.845,0.0221,0.0408,0.5313,0.1939,0.591,1
Rottweiler,32.7092,1.3304,5.797,12.408,5.127,224.0,106.0,1.48,63.8,88.962,21.9306,32.1108,Chronic illness,2.008,0.0205,0.0412,0.5384,0.2372,0.679,1
Bulldog,24.4,7.8,7.005,14.916,7.477,250.6,83.9,1.105,60.5,61.03,26.75,32.5,Not vaccinated,2.127,0.02,0.0425,0.5276,0.1821,0.567,1
Yorkshire Terrier,4.1125,11.6662,6.405,13.798,9.441,190.0,84.6,1.365,42.1,81.6703,22.0122,30.1705,Previous kidney disease,1.825,0.0186,0.0339,0.5417,0.1443,0.432,0
Beagle,27.8039,8.0145,6.063,16.343,4.768,186.8,116.5,1.25,61.7,87.2159,18.9168,33.6043,No previous conditions,2.039,0.0225,0.0459,0.5362,0.2006,0.573,1
Yorkshire Terrier,3.8145,1.6242,4.755,12.63,6.372,184.5,123.3,0.926,32.4,84.2888,27.2164,29.9923,Previous heart condition,1.951,0.0199,0.0388,0.528,0.1545,0.517,0
Rottweiler,40.8,14.5,6.657,18.363,10.532,283.2,87.6,1.442,70.3,85.8,27.63,35.19,Parasite history,2.042,0.0239,0.0488,0.5237,0.2176,0.609,1
Yorkshire Terrier,6.6,5.9,6.67,10.161,4.634,251.0,68.8,0.905,80.3,61.91,21.61,28.54,Recent surgery,1.818,0.0192,0.0349,0.5327,0.1387,0.424,1
Golden Retriever,45.0,13.2,5.237,16.356,12.123,386.1,90.5,1.498,53.5,90.35,21.75,32.31,Not vaccinated,2.004,0.0229,0.0459,0.5261,0.2251,0.642,1
Golden Retriever,32.4056,10.2589,5.65,11.055,6.857,346.8,77.1,1.594,32.2,77.7184,25.1676,31.906,Previous heart condition,2.112,0.0213,0.045,0.5308,0.2358,0.669,0
German Shepherd,37.4,13.3,6.509,15.804,10.487,210.9,109.8,1.972,71.9,89.27,23.78,32.48,Previous kidney disease,1.995,0.0196,0.0391,0.5271,0.2348,0.671,0
Boxer,19.5284,6.4129,5.781,14.922,8.006,278.3,92.4,1.323,44.2,82.1232,22.0957,31.584,Not vaccinated,2.096,0.0196,0.0411,0.5313,0.1846,0.547,1
Boxer,21.5,4.7,6.33,11.676,8.83,375.7,62.8,0.976,40.0,84.31,24.79,32.17,Skin conditions history,1.968,0.0202,0.0398,0.5309,0.153,0.466,1
Golden Retriever,37.7,9.4,5.245,14.472,6.403,199.9,65.5,1.226,88.5,83.66,20.22,32.67,Dental issues,1.996,0.0219,0.0437,0.5277,0.1765,0.505,0
Poodle,2.932,12.3693,5.586,13.276,7.758,232.5,100.3,1.049,37.8,76.2249,26.7391,30.9695,Previous heart condition,1.799,0.0203,0.0365,0.5268,0.2177,0.632,1
Poodle,6.3,5.9,5.724,10.647,4.956,261.7,83.0,0.921,37.6,76.48,22.64,29.42,Vaccinated,1.989,0.023,0.0457,0.5325,0.1986,0.59,1
Beagle,25.2,8.2,5.486,11.487,13.919,412.5,83.9,1.201,63.6,73.21,27.96,29.58,Allergies,1.955,0.0195,0.0381,0.5315,0.1891,0.553,0
Bulldog,20.9947,9.7553,3.573,8.01,8.19,537.0,96.7,1.136,45.8,71.8992,24.1681,26.8505,Skin conditions history,2.185,0.0206,0.045,0.539,0.1263,0.415,0
Beagle,25.6,8.0,5.976,17.333,6.951,231.3,100.4,1.149,37.6,86.43,23.19,31.28,Vaccinated,2.072,0.0213,0.0441,0.5251,0.1931,0.557,1
Boxer,27.5818,14.112,5.635,14.892,3.71,169.7,97.5,1.095,38.6,83.5031,23.21,33.0045,Not vaccinated,1.99,0.0208,0.0414,0.5356,0.1682,0.495,0
Boxer,16.8,3.6,6.032,14.907,12.117,293.7,56.6,1.122,51.0,85.59,23.07,33.56,Previous heart condition,2.099,0.0208,0.0437,0.5271,0.1592,0.481,0
Labrador Retriever,35.8,12.0,5.63,14.235,7.285,142.6,87.6,1.311,38.3,79.79,26.24,29.11,Recent surgery,1.949,0.0235,0.0458,0.5284,0.243,0.687,1
Beagle,18.8,10.0,7.113,17.608,11.721,108.3,103.5,1.389,35.1,84.85,26.94,30.6,Previous heart condition,2.01,0.0225,0.0452,0.5249,0.1807,0.521,0
Bulldog,19.731,7.3889,6.571,15.848,9.251,240.9,85.3,0.946,42.4,90.0503,20.6313,33.146,Parasite history,2.1,0.0193,0.0405,0.5226,0.1517,0.474,1
Bulldog,31.3,10.3,6.472,15.534,8.265,235.3,113.9,1.243,42.4,82.97,26.39,33.21,No previous conditions,2.151,0.0206,0.0443,0.5274,0.1838,0.572,1
Poodle,3.9998,8.0545,6.48,16.142,5.536,320.5,80.7,1.059,52.8,82.2162,23.4247,31.7823,Parasite history,1.97,0.0213,0.042,0.5215,0.1721,0.521,0
Golden Retriever,40.6905,5.5053,5.284,11.994,9.579,334.6,115.6,1.173,51.3,87.3428,18.8774,30.4491,Parasite history,1.972,0.0229,0.0452,0.5323,0.2304,0.65,1
Bulldog,19.6,4.4,6.64,13.494,9.717,261.4,97.7,1.208,35.1,80.86,21.42,30.47,Allergies,2.145,0.0201,0.0431,0.5295,0.166,0.519,0
Boxer,14.9042,0.9859,4.658,11.704,5.782,269.1,87.7,1.276,64.0,83.5069,24.2073,30.4432,Recent surgery,1.912,0.0213,0.0407,0.5335,0.1465,0.466,1
Yorkshire Terrier,11.0094,3.2952,5.82,16.676,8.339,352.4,81.5,0.558,45.5,81.8415,26.5895,32.0344,Skin conditions history,1.865,0.0219,0.0408,0.5225,0.1531,0.451,1
Rottweiler,35.9,6.1,6.08,17.384,9.613,272.1,94.4,1.269,34.8,83.17,27.59,33.81,Allergies,2.026,0.0215,0.0436,0.525,0.1913,0.537,1
German Shepherd,24.635,9.7436,6.22,12.124,7.86,448.3,95.1,1.263,35.7,75.8781,26.5103,29.204,Dental issues,2.062,0.0227,0.0468,0.5211,0.2388,0.692,1
Labrador Retriever,31.3412,4.0983,5.736,11.329,5.73,303.2,121.8,1.262,31.0,87.2184,27.4343,27.8434,Vaccinated,2.03,0.0221,0.0449,0.5252,0.1946,0.557,1
Bulldog,15.8907,0.6911,5.65,12.316,15.783,375.4,102.4,0.94,30.2,73.5632,18.86,28.916,Vaccinated,2.147,0.019,0.0408,0.5289,0.1896,0.596,1
Mixed Breed,12.2,9.6,4.848,12.08,9.132,188.1,105.6,0.87,37.7,81.86,24.52,31.13,Dental issues,2.057,0.0192,0.0395,0.5313,0.1844,0.554,0
Poodle,6.9836,10.521,5.775,12.784,8.945,285.2,121.9,0.978,53.6,84.843,26.9354,28.6678,Vaccinated,1.908,0.0206,0.0393,0.5213,0.2193,0.651,1
Boxer,22.5,3.6,4.21,9.632,9.465,149.9,108.3,0.965,31.9,70.7,23.88,29.56,Not vaccinated,2.092,0.0215,0.045,0.5341,0.21,0.644,0
Bulldog,34.3,9.9,4.734,10.154,4.866,260.0,80.3,1.256,52.7,85.73,26.79,29.85,Recent surgery,2.13,0.0195,0.0415,0.533,0.1454,0.458,1
Beagle,15.2,10.5,4.13,15.298,4.296,219.6,86.1,1.099,41.5,101.68,21.15,33.73,Recent surgery,2.022,0.0198,0.04,0.5272,0.2178,0.631,1
Yorkshire Terrier,7.0,8.5,5.298,14.204,5.328,317.7,84.4,0.743,66.9,79.61,24.32,38.0,No previous conditions,1.86,0.0208,0.0387,0.5284,0.1651,0.5,1
Beagle,17.7821,6.0536,6.554,13.673,10.234,254.3,111.3,0.815,76.1,78.1044,22.6854,30.5566,Dental issues,2.029,0.0226,0.0459,0.5235,0.1832,0.522,1
Poodle,6.4199,12.2102,5.523,12.013,6.31,317.5,82.3,0.588,31.0,75.7636,22.9683,28.9233,Skin conditions history,1.914,0.0208,0.0398,0.5443,0.1623,0.474,1
German Shepherd,41.4,9.4,4.153,9.076,7.503,178.4,88.8,1.601,41.7,71.84,25.19,29.47,Previous heart condition,2.028,0.0215,0.0436,0.5344,0.2315,0.672,0
Beagle,25.2133,13.9107,5.465,14.914,8.416,261.1,115.8,1.452,38.1,85.5879,22.1136,28.6365,Recent surgery,2.19,0.0216,0.0473,0.5366,0.2046,0.582,1
Labrador Retriever,32.5,1.5,5.618,11.464,7.82,346.5,86.1,1.406,37.5,80.3,22.96,29.14,Recent surgery,1.954,0.0233,0.0455,0.5316,0.1981,0.564,0
German Shepherd,33.4381,8.2958,6.466,11.862,5.88,309.4,72.3,1.143,110.2,74.5875,19.6098,30.8383,Parasite history,2.046,0.0209,0.0428,0.5032,0.2435,0.706,0
Bulldog,20.9,2.2,5.481,8.0,3.306,345.1,59.7,1.412,91.6,69.76,25.86,28.0,Chronic illness,2.16,0.0198,0.0428,0.5351,0.1878,0.594,0
Beagle,15.5,9.8,4.595,10.141,6.898,294.7,99.9,1.068,36.6,73.92,24.15,29.81,Parasite history,2.006,0.0222,0.0445,0.5334,0.1706,0.501,1
Golden Retriever,43.8,8.1,7.022,17.539,11.215,283.2,73.5,1.049,42.4,84.63,21.44,30.81,Dental issues,2.022,0.0215,0.0435,0.5244,0.245,0.696,1
Beagle,15.1447,14.5869,5.676,12.796,4.131,210.1,90.8,0.907,39.5,86.2402,26.2006,30.4684,No previous conditions,1.911,0.0208,0.0397,0.524,0.2066,0.594,1
German Shepherd,40.2,14.8,5.153,14.411,9.545,383.1,77.9,1.101,67.6,86.8,27.72,31.68,Parasite history,1.932,0.022,0.0425,0.528,0.1998,0.572,0
Golden Retriever,29.7,4.9,4.657,12.859,8.899,289.0,69.6,1.138,73.9,91.84,20.9,30.16,Vaccinated,1.903,0.0211,0.0402,0.5297,0.2144,0.616,1
Labrador Retriever,33.1,10.0,3.5,8.0,3.755,262.5,116.9,1.197,46.9,68.85,22.35,29.72,Skin conditions history,2.047,0.0237,0.0485,0.5361,0.1928,0.554,0
Rottweiler,36.3265,8.7317,6.754,17.46,17.652,418.5,66.3,1.235,45.9,85.1779,20.5624,27.3893,Recent surgery,2.151,0.022,0.0473,0.5151,0.2089,0.611,1
Rottweiler,32.1387,1.498,6.056,13.906,3.506,230.2,106.4,1.423,105.8,77.8421,25.7046,32.3046,Dental issues,2.008,0.0223,0.0448,0.5453,0.2204,0.618,0
Poodle,4.4,5.2,6.77,18.682,6.636,233.8,78.4,0.798,68.8,93.91,21.31,30.53,No previous conditions,1.972,0.0194,0.0383,0.5232,0.2187,0.637,1
Bulldog,25.9,1.6,5.873,9.264,11.547,463.8,105.3,1.01,37.9,63.23,20.43,28.0,Skin conditions history,2.189,0.0196,0.0429,0.5345,0.1576,0.498,1
Rottweiler,30.7,11.0,7.113,8.134,9.839,550.0,127.6,1.075,31.2,60.0,23.78,28.0,Skin conditions history,1.948,0.0223,0.0434,0.5362,0.2125,0.611,0
Poodle,6.6,13.5,5.499,10.939,4.687,182.4,109.0,0.857,38.1,72.81,23.49,31.93,No previous conditions,1.947,0.0205,0.0399,0.5326,0.1911,0.568,1
Bulldog,17.7838,12.5558,5.064,16.8,4.634,178.9,89.9,1.239,33.0,87.536,26.0599,33.4725,No previous conditions,2.183,0.0203,0.0443,0.5421,0.1409,0.471,1
Labrador Retriever,25.2902,3.0543,5.046,13.096,5.202,179.4,115.0,1.292,33.9,82.3511,23.0419,30.3042,Dental issues,1.979,0.0242,0.0479,0.5262,0.1869,0.512,0
Labrador Retriever,34.6,12.2,6.445,17.471,6.954,260.9,72.7,1.369,78.9,84.85,24.63,32.41,Parasite history,1.973,0.0235,0.0464,0.5244,0.2187,0.613,0
Bulldog,27.5299,2.7182,5.542,9.651,8.679,519.3,64.4,1.234,41.1,67.163,24.6913,29.1233,Previous heart condition,2.138,0.0194,0.0415,0.5303,0.1573,0.506,0
Bulldog,22.5,4.2,5.975,15.369,6.51,294.0,107.1,1.511,70.4,86.38,20.46,30.03,Previous kidney disease,2.198,0.019,0.0418,0.5275,0.1741,0.542,0
Yorkshire Terrier,4.5958,8.5342,4.999,13.265,5.645,348.2,72.9,0.928,76.0,83.4143,25.475,29.5954,Skin conditions history,1.873,0.0226,0.0423,0.5403,0.1394,0.426,1
Labrador Retriever,34.0168,12.6479,6.711,16.671,12.12,310.2,109.8,1.084,35.9,88.8408,23.5342,33.6377,No previous conditions,2.048,0.0231,0.0473,0.5329,0.181,0.506,1
Bulldog,20.4,4.4,4.812,15.268,12.518,163.7,92.8,0.88,56.0,92.25,27.36,34.68,Skin conditions history,2.146,0.0206,0.0442,0.5273,0.1723,0.536,1
Golden Retriever,26.7,9.1,4.86,12.91,15.997,332.7,80.3,1.245,34.3,84.01,27.59,30.79,Skin conditions history,2.008,0.0193,0.0388,0.5298,0.2088,0.6,1
Rottweiler,42.9,13.8,5.974,17.633,12.142,100.0,102.4,1.643,56.6,91.34,24.94,31.48,Chronic illness,1.971,0.0204,0.0402,0.5248,0.185,0.519,0
Rottweiler,29.6,6.1,5.489,9.773,5.545,124.2,104.1,1.007,40.7,64.88,24.49,28.2,Vaccinated,1.993,0.0218,0.0434,0.5339,0.2223,0.636,1
Beagle,23.3,3.7,4.016,13.86,6.681,159.5,97.9,1.112,46.8,106.34,27.97,32.14,Dental issues,2.061,0.0205,0.0423,0.5291,0.23,0.669,0
Poodle,3.2468,13.7064,5.097,13.677,4.151,208.8,73.3,0.681,54.2,86.1261,25.1912,30.3962,Recent surgery,1.899,0.0205,0.0389,0.5177,0.1882,0.539,0
Rottweiler,41.4,4.2,7.332,8.598,10.536,550.0,111.4,1.233,40.7,60.0,27.0,28.0,Recent surgery,1.949,0.0226,0.044,0.5354,0.2136,0.613,0
Beagle,20.7,1.8,6.131,14.238,4.612,276.8,78.0,1.07,100.9,91.02,22.21,32.45,Recent surgery,1.96,0.0215,0.0421,0.5282,0.1781,0.517,0
Boxer,15.0,0.8,6.203,12.386,8.268,263.8,97.1,1.145,31.2,79.94,27.31,28.0,Not vaccinated,2.065,0.021,0.0434,0.5307,0.2116,0.644,1
Bulldog,20.3,8.1,3.5,10.073,11.423,231.9,119.3,1.569,76.4,87.2,26.47,29.7,Chronic illness,2.206,0.018,0.0397,0.5338,0.142,0.448,0
Bulldog,23.1667,14.2695,4.998,11.712,6.035,137.1,94.0,1.627,58.5,86.0428,22.6155,29.8267,Chronic illness,2.147,0.0178,0.0382,0.5359,0.1878,0.553,0
Labrador Retriever,35.886,10.7046,4.902,10.796,9.067,237.9,88.3,1.222,33.6,74.1331,21.228,29.2387,No previous conditions,2.025,0.0215,0.0435,0.517,0.1966,0.537,0
Beagle,29.2862,11.3045,6.087,15.46,5.361,232.0,100.6,1.321,69.3,88.17,20.8548,30.3176,Dental issues,1.936,0.0237,0.0459,0.5267,0.1849,0.53,1
Labrador Retriever,29.9563,6.9902,4.775,12.428,6.023,262.0,97.2,1.347,91.6,83.288,27.8771,30.1666,Allergies,2.031,0.0241,0.049,0.5208,0.1898,0.538,0
Boxer,14.9202,8.6559,6.449,15.956,9.758,257.1,101.3,1.071,34.8,84.1477,19.7916,31.7939,Dental issues,2.054,0.0225,0.0462,0.5383,0.1485,0.457,1
Yorkshire Terrier,10.443,9.3611,6.971,18.194,5.555,260.1,116.2,0.9,41.3,80.6676,18.9784,31.3966,Not vaccinated,1.929,0.0196,0.0378,0.5304,0.1457,0.43,1
Poodle,7.8452,12.9811,5.838,12.094,3.061,123.3,71.2,0.984,36.3,63.2945,20.7284,30.5611,Vaccinated,1.921,0.02,0.0384,0.55,0.1848,0.579,1
German Shepherd,38.5842,6.4791,6.576,17.908,8.285,229.9,82.8,1.488,45.3,82.0283,24.1004,32.2276,Previous heart condition,2.058,0.0214,0.0441,0.5074,0.1842,0.525,1
Golden Retriever,35.9,2.4,7.182,16.057,3.67,166.6,136.3,1.44,37.0,84.56,22.54,30.13,Parasite history,2.005,0.0221,0.0443,0.5273,0.2281,0.652,1
Yorkshire Terrier,3.9,1.6,4.72,13.077,6.515,178.0,119.1,0.939,32.2,85.95,27.56,29.65,Previous heart condition,1.868,0.0193,0.0361,0.5304,0.1644,0.5,0
Rottweiler,38.9,14.6,4.597,11.81,7.704,345.1,108.2,1.578,130.0,76.28,23.43,38.0,Chronic illness,1.853,0.0229,0.0424,0.5316,0.2287,0.651,1
Poodle,7.8175,4.9691,5.784,9.355,11.568,473.8,66.7,0.989,44.9,65.0158,21.6131,27.8098,Recent surgery,1.967,0.0217,0.0427,0.5166,0.1761,0.526,1
Labrador Retriever,26.4149,8.4592,6.183,12.297,11.702,283.5,99.6,1.274,39.6,73.9892,26.2675,31.6479,Chronic illness,1.928,0.0212,0.0409,0.5313,0.2304,0.662,0
Rottweiler,36.664,5.8137,6.444,16.581,6.929,362.6,93.5,1.311,47.5,83.0352,19.8984,33.6855,Allergies,1.934,0.0213,0.0412,0.521,0.2467,0.659,0
German Shepherd,44.6338,3.9671,6.042,20.864,9.747,188.1,118.2,1.266,61.9,91.4243,25.4677,36.0004,Not vaccinated,1.994,0.0233,0.0465,0.5277,0.239,0.701,0
Mixed Breed,18.4,6.6,4.403,15.252,7.841,179.3,90.7,1.219,88.7,99.81,19.66,35.14,No previous conditions,2.039,0.0192,0.0391,0.5273,0.1819,0.542,1
German Shepherd,32.568,8.9274,5.888,11.754,7.688,271.4,54.9,1.088,52.9,75.5233,22.887,27.363,Previous heart condition,1.931,0.0222,0.0429,0.5186,0.1704,0.501,1
Bulldog,16.9,8.2,5.924,14.614,4.397,302.9,58.2,0.937,41.6,81.21,21.31,29.59,Skin conditions history,2.18,0.0212,0.0462,0.5274,0.1398,0.435,0
Boxer,20.4465,12.7195,5.531,14.949,5.124,253.9,84.1,0.964,32.5,86.6114,26.4871,30.446,Previous heart condition,2.093,0.0204,0.0427,0.5217,0.1701,0.534,0
Poodle,3.2,8.3,6.815,18.024,7.293,198.3,99.5,0.877,52.1,83.67,24.74,31.98,Parasite history,1.926,0.0212,0.0408,0.5243,0.1778,0.519,1
Labrador Retriever,37.0,4.1,6.336,15.439,11.226,256.3,83.3,1.208,57.1,73.24,26.15,31.17,Vaccinated,2.032,0.0231,0.0469,0.527,0.205,0.578,0
Labrador Retriever,25.0,2.5,4.801,8.854,14.585,333.2,79.3,1.166,39.6,69.6,19.08,28.59,Dental issues,2.088,0.0234,0.0489,0.5344,0.2333,0.668,0
Poodle,3.4062,7.6886,4.034,8.0,5.939,129.7,89.3,0.832,35.4,81.2651,27.504,28.3446,Parasite history,1.9,0.0218,0.0414,0.5575,0.2016,0.621,0
German Shepherd,36.4,11.9,5.337,10.947,9.612,360.5,64.8,1.938,55.6,74.31,23.4,31.15,Previous kidney disease,2.051,0.0216,0.0443,0.5318,0.212,0.612,0
Mixed Breed,6.4,5.0,6.65,16.921,5.714,283.8,73.4,1.125,63.3,81.39,21.56,29.7,Previous kidney disease,2.075,0.0189,0.0392,0.5251,0.1608,0.477,0
Labrador Retriever,27.9,13.2,6.035,11.662,3.068,220.6,91.0,1.159,45.1,66.8,19.33,32.04,Parasite history,1.972,0.0229,0.0452,0.5315,0.2382,0.678,1
Beagle,23.9343,5.5611,5.084,9.384,9.788,236.5,97.6,0.858,36.7,68.8716,26.2677,28.9932,Allergies,2.018,0.0206,0.0416,0.5244,0.1846,0.576,1
Bulldog,26.7,8.7,7.039,14.421,16.107,181.3,85.7,1.233,55.9,72.51,20.98,29.04,Previous heart condition,2.238,0.019,0.0425,0.5282,0.1566,0.488,0
Rottweiler,32.1,8.4,6.541,18.171,3.435,178.2,78.9,1.076,36.7,86.76,22.28,32.57,Previous heart condition,1.982,0.023,0.0456,0.5237,0.239,0.669,1
Bulldog,15.3,13.5,7.145,14.581,6.3,248.8,91.1,1.178,69.0,63.55,26.07,31.92,Skin conditions history,2.211,0.0201,0.0444,0.5281,0.1303,0.406,0
Bulldog,29.7,1.2,5.853,15.906,5.681,264.3,84.0,0.861,92.0,83.89,21.47,32.99,Parasite history,2.263,0.02,0.0453,0.5264,0.1555,0.483,0
Bulldog,16.4329,5.8523,5.207,10.167,8.367,165.2,76.2,0.737,34.7,85.8127,24.1319,28.0151,Dental issues,2.065,0.0192,0.0396,0.5265,0.1874,0.62,1
Yorkshire Terrier,4.6,9.7,5.509,13.844,6.397,252.4,74.2,0.824,47.1,86.8,25.23,29.44,No previous conditions,1.821,0.0212,0.0386,0.5286,0.1841,0.558,1
Mixed Breed,33.1246,4.8895,5.944,10.094,4.941,119.2,107.1,1.379,48.4,68.2701,19.2843,28.4179,Parasite history,1.958,0.0182,0.0356,0.5336,0.1878,0.548,0
Golden Retriever,29.4,9.0,5.967,15.084,7.833,287.3,88.8,1.178,34.8,85.61,20.36,33.31,Allergies,1.992,0.0214,0.0426,0.5275,0.2087,0.597,1
Bulldog,15.1,9.7,5.059,12.969,14.542,373.0,104.6,0.922,36.1,71.96,25.32,34.16,Vaccinated,2.162,0.0185,0.04,0.5302,0.1786,0.559,1
Mixed Breed,9.8205,11.6679,5.13,12.414,6.251,196.6,97.3,0.984,38.0,83.6976,24.6403,32.467,Recent surgery,2.127,0.0208,0.0442,0.539,0.1811,0.542,0
Poodle,10.2454,11.2969,6.885,17.417,4.806,224.2,82.8,0.902,36.9,95.1358,19.4849,32.7797,Previous heart condition,1.913,0.0196,0.0375,0.5243,0.1964,0.548,0
Yorkshire Terrier,6.4,4.6,3.5,9.17,10.391,260.3,90.6,0.762,39.5,87.62,25.19,29.2,Previous heart condition,1.889,0.02,0.0378,0.5343,0.1946,0.597,0
